label,family,topology_class,real_dimension,chi,sample,defect_count,index_sum,gamma_indexed_sum,remainder,lambda3,lambda5,width_theory,width_numerical,discontinuous
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,29,3,3.0,0.9369399496159562,-0.001066400844983417,-0.9380063504609396,1.3526427099289382,0.16261794542020538,0.16253951074422426,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,30,3,3.0,1.096811230502857,-0.0024243893718366855,-1.0992356198746938,1.2166090763785808,0.24829646832778127,0.2481993226064719,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,31,3,3.0,1.0910322617550474,0.0007954457756902037,-1.0902368159793572,1.2483731085910552,0.23803306614364445,0.23783163086291062,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,32,3,3.0,1.2740817618617772,0.002512091619772336,-1.271569670242005,0.9580266280679557,0.4219322769608525,0.42157257784060076,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,33,3,3.0,1.052470795512377,0.0029259480041189945,-1.049544847508258,0.9055210987561547,0.30411891794797496,0.3037518661423653,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,34,3,3.0,1.1593872855206533,-4.42871207094817e-06,-1.1593917142327241,0.7306934943102502,0.4599018458144216,0.45924753003412105,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,35,3,3.0,1.2549213481816313,0.002646963646816666,-1.2522743845348145,1.2445906962395765,0.3150013773403985,0.31471637469954883,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,36,3,3.0,1.0576598172774692,-0.005305335119001286,-1.0629651523964705,0.7806451843086951,0.3618465014326056,0.3612141751019879,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,37,3,3.0,1.2150083682226178,-0.002131770353499716,-1.2171401385761176,1.506248126099639,0.24588082322950117,0.2458106771466973,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,38,3,3.0,0.9860374017719507,0.0037930424363606125,-0.9822443593355901,1.1721666843520189,0.20577363149933184,0.2056747113603705,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,39,3,3.0,1.144821910146649,0.00214754403911327,-1.1426743661075358,1.1151178467406935,0.2927279638595193,0.2924920958612765,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,40,3,3.0,1.298565518268076,-0.001898615997219062,-1.300464134265295,0.6823287259050499,0.6196452312143035,0.6177732808904866,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,41,3,3.0,1.268956313034506,-0.0029005353297103047,-1.2718568483642163,1.2357307988535347,0.3272597567835416,0.32695854067281194,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,42,3,3.0,1.126673826578149,-0.002001948806017184,-1.1286757753841663,0.9049811509116038,0.35191589478295143,0.35120033632647457,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,43,3,3.0,1.1772075773107242,0.0009794034693874003,-1.176228173841337,1.1060768195449844,0.3127071945842046,0.31235247301386077,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,44,3,3.0,1.1397266461923055,0.0010142335612907773,-1.1387124126310146,1.1407011818797255,0.28418177768151587,0.2839130285706949,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,45,3,3.0,0.9971220872421733,-0.0008801306875483781,-0.9980022179297217,1.6655290632658928,0.1495033093327709,0.1494725982800075,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,46,3,3.0,1.1484353517244719,0.00379066182766018,-1.1446446898968117,0.9262998909220936,0.353614277338602,0.35319659446998386,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,47,3,3.0,1.0723043864144475,0.002024396902160077,-1.0702799895122874,0.8833505726283244,0.3241915756453577,0.3236595918828297,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,48,3,3.0,1.159669864616653,0.0014195650607831424,-1.1582502995558699,1.0503356682673042,0.31931310079051967,0.3190390994688357,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,49,3,3.0,1.2213349193401517,0.0010674938142305635,-1.2202674255259212,0.7720459329675966,0.48217746063243505,0.48123986649410355,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,50,3,3.0,1.2775936837585544,-0.00509989804897871,-1.2826935818075331,0.9733924025504715,0.42256925893895286,0.4221878870417625,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,51,3,3.0,1.1489122143842423,9.67822428606749e-05,-1.1488154321413817,1.3939254206806608,0.23670149018477185,0.2366068788249835,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,52,3,3.0,1.2736624320148389,-0.0027335141314028706,-1.2763959461462417,0.807384790478211,0.5044641138129436,0.5038271440139446,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,53,3,3.0,1.1159445920597384,-0.001009533103502256,-1.1169541251632407,0.8611182128437163,0.36219955027986495,0.3616960828215101,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,54,3,3.0,1.1983429653628743,0.0016306725875149847,-1.1967122927753593,0.904608574577579,0.3957845282276945,0.39557221972816864,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,55,3,3.0,1.0568960815994393,0.0028385475837603745,-1.0540575340156788,1.1498431475604223,0.2415627921452719,0.24123944035210831,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,56,3,3.0,1.0623977342981457,0.0025733116008010244,-1.0598244226973446,0.9611537271329121,0.29215612842086897,0.2917849027898006,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,57,3,3.0,1.038982183533018,0.0004485187837316303,-1.0385336647492864,0.8650044108208388,0.31171869164057214,0.311329986264662,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,58,3,3.0,1.335956413742816,0.003773673126729959,-1.332182740616086,0.8909491397055144,0.4979832111914888,0.49706377616133435,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,59,3,3.0,1.2426304159363826,0.0018289623192919706,-1.2408014536170906,0.8553098794233847,0.4500089044733744,0.44935349432136046,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,60,3,3.0,1.0160153992962524,0.000727645549307101,-1.0152877537469454,0.8049115281743605,0.3201622746187154,0.3199189929436501,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,61,3,3.0,1.427651767006568,0.001450739114679869,-1.4262010278918882,0.893186489010146,0.5693238189860184,0.5687552040803711,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,62,3,3.0,1.2268360502327311,0.0036136237835422184,-1.2232224264491889,1.054017782319139,0.35489750022907934,0.35452028375086636,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,63,3,3.0,1.2221108748590135,-0.00022194901579381513,-1.2223328238748072,0.8546835732154665,0.43703236470917206,0.43605200335875355,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,64,3,3.0,1.2750146916009235,0.00268715538282286,-1.2723275362181006,1.00993894143589,0.4007215914254315,0.4004986577748915,True
$\mathbb{CP}^2$,Complex projective space,"$\chi(M)\ne0$, sign condition",4,3,65,3,3.0,1.230817854419638,0.004224971994307187,-1.2265928824253307,1.0536252071815349,0.3569889200072207,0.3567721711408412,True
