case,case_index,p,q,dimension,chi,conditioned,role,delta,seed_index,seed,direction,K_index,K,K_over_Kref,R,N,relax_steps,K_grid_size
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,5,0.05196769684683453,0.10393539369366905,0.09054011053099814,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,6,0.05476059590339881,0.10952119180679762,0.06888627595427657,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,7,0.057703593686930905,0.11540718737386181,0.09705277171081667,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,8,0.0608047569507867,0.1216095139015734,0.06996676487827717,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,9,0.06407258597971198,0.12814517195942396,0.08698665024479946,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,10,0.06751603788911237,0.13503207577822474,0.1086412921976277,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,11,0.07114455117649593,0.14228910235299186,0.07598884279576186,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,12,0.07496807159238345,0.1499361431847669,0.0744587696750321,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,13,0.07899707940159843,0.15799415880319687,0.07233791140623116,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,14,0.08324261810966029,0.16648523621932057,0.11136785282749069,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,15,0.08771632473301956,0.17543264946603912,0.08386797173031223,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,16,0.09243046169610611,0.18486092339221222,0.08151421963421467,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,17,0.09739795044261923,0.19479590088523846,0.09253812449456844,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,18,0.10263240685318956,0.2052648137063791,0.11691094601912608,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,19,0.10814817856649103,0.21629635713298206,0.13834434224870287,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,20,0.11396038430610134,0.22792076861220267,0.1266878976895973,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,21,0.12008495532090477,0.24016991064180954,0.13187773893936086,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,22,0.1265386790526262,0.2530773581052524,0.1320544150180086,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,23,0.13333924515018836,0.2666784903003767,0.14375678054167926,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,24,0.14050529395701827,0.28101058791403655,0.17666382490767826,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,25,0.14805646760420577,0.29611293520841153,0.19034060221408758,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,26,0.1560134638495611,0.3120269276991222,0.20225065745619292,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,27,0.16439809281014417,0.32879618562028834,0.22055735480647767,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,28,0.17323333674376845,0.3464666734875369,0.24217565638318264,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,29,0.18254341304334237,0.36508682608668475,0.2520805140813818,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,30,0.19235384061671348,0.38470768123342697,0.26985078513994687,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,31,0.2026915098339642,0.4053830196679284,0.2814828917611066,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,32,0.21358475623388337,0.42716951246776674,0.2907391817936188,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,33,0.2250634381916439,0.4501268763832878,0.33264125494356955,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,34,0.23715901876057277,0.47431803752114554,0.30119698899444325,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,35,0.2499046519123422,0.4998093038246844,0.31266440897358677,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,36,0.26333527341196566,0.5266705468239313,0.3432150839637897,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,37,0.2774876965766874,0.5549753931533749,0.3878090354168935,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,38,0.29240071318124067,0.5848014263624813,0.3941798893474105,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,39,0.3081151997860546,0.6162303995721092,0.4027331936569326,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,40,0.32467422977985755,0.6493484595597151,0.4424537388214685,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,41,0.3421231914437828,0.6842463828875656,0.4687464521427849,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,42,0.36050991236059227,0.7210198247211845,0.47830590627781233,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,43,0.379884790510023,0.759769581020046,0.5238220672997951,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,44,0.40030093240958836,0.8006018648191767,0.5101086155432452,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,45,0.42181429867947823,0.8436285973589565,0.5348883781230335,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,46,0.4444838574305507,0.8889677148611014,0.5485344853628573,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,47,0.46837174589585345,0.9367434917917069,0.5535052621220369,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,48,0.4935434407487027,0.9870868814974054,0.5782067077673848,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,49,0.520067937574167,1.040135875148334,0.6010685900665971,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,50,0.5480179399858806,1.096035879971761,0.6278372724413814,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,51,0.5774700589065618,1.1549401178131236,0.6432698722188497,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,52,0.6085050225584577,1.2170100451169155,0.6685500207460053,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,53,0.6412078977393053,1.2824157954786106,0.6888957967463535,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,54,0.6756683229903192,1.3513366459806384,0.7171344944321052,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,55,0.7119807542953248,1.4239615085906496,0.7313536108082392,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,56,0.7502447239844968,1.5004894479689936,0.7434581974508923,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,57,0.7905651135523531,1.5811302271047063,0.7562892803531542,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,58,0.8330524411378072,1.6661048822756144,0.7666479979948853,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,59,0.8778231644542489,1.7556463289084978,0.780767521212541,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,forward,60,0.925,1.85,0.7897312904810304,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,0,0.04,0.08,0.07794910558576842,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,1,0.042149719326446886,0.08429943865289377,0.07956215883369631,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,2,0.04441497098245621,0.08882994196491242,0.08370543793642898,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,3,0.046801964020070294,0.09360392804014059,0.08434125805401405,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,4,0.04931724118431067,0.09863448236862134,0.08783200409389924,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,5,0.05196769684683453,0.10393539369366905,0.06719107321737636,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,6,0.05476059590339881,0.10952119180679762,0.0953739643859236,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,7,0.057703593686930905,0.11540718737386181,0.06758126655359456,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,8,0.0608047569507867,0.1216095139015734,0.10867546945204268,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,9,0.06407258597971198,0.12814517195942396,0.09065892857313834,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,10,0.06751603788911237,0.13503207577822474,0.08888930305581544,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,11,0.07114455117649593,0.14228910235299186,0.07161924405416784,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,12,0.07496807159238345,0.1499361431847669,0.10269616232963913,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,13,0.07899707940159843,0.15799415880319687,0.11043972867413375,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,14,0.08324261810966029,0.16648523621932057,0.12982007067402404,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,15,0.08771632473301956,0.17543264946603912,0.09280916057551326,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,16,0.09243046169610611,0.18486092339221222,0.09961608346678652,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,17,0.09739795044261923,0.19479590088523846,0.1503502269064627,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,18,0.10263240685318956,0.2052648137063791,0.15864531158345996,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,19,0.10814817856649103,0.21629635713298206,0.15248345204300834,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,20,0.11396038430610134,0.22792076861220267,0.15111885660792806,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,21,0.12008495532090477,0.24016991064180954,0.1780007078403487,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,22,0.1265386790526262,0.2530773581052524,0.18673194382385125,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,23,0.13333924515018836,0.2666784903003767,0.17985522358956857,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,24,0.14050529395701827,0.28101058791403655,0.16933478047771316,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,25,0.14805646760420577,0.29611293520841153,0.19525084727105124,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,26,0.1560134638495611,0.3120269276991222,0.18716187311185908,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,27,0.16439809281014417,0.32879618562028834,0.1735093694219588,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,28,0.17323333674376845,0.3464666734875369,0.24650711828341218,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,29,0.18254341304334237,0.36508682608668475,0.26866697066592243,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,30,0.19235384061671348,0.38470768123342697,0.2957884862253097,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,31,0.2026915098339642,0.4053830196679284,0.2840649130424221,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,32,0.21358475623388337,0.42716951246776674,0.31752951695865894,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,33,0.2250634381916439,0.4501268763832878,0.3298596960312752,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,34,0.23715901876057277,0.47431803752114554,0.3333499854421854,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,35,0.2499046519123422,0.4998093038246844,0.3500241205905999,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,36,0.26333527341196566,0.5266705468239313,0.39019313080435486,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,37,0.2774876965766874,0.5549753931533749,0.3880046387185371,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,38,0.29240071318124067,0.5848014263624813,0.41636309102163044,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,39,0.3081151997860546,0.6162303995721092,0.44357721895784863,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,40,0.32467422977985755,0.6493484595597151,0.4747272577580554,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,41,0.3421231914437828,0.6842463828875656,0.48397172845477504,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,42,0.36050991236059227,0.7210198247211845,0.4767387046329339,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,43,0.379884790510023,0.759769581020046,0.5157070434140759,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,44,0.40030093240958836,0.8006018648191767,0.5131856524212164,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,45,0.42181429867947823,0.8436285973589565,0.5535307263574252,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,46,0.4444838574305507,0.8889677148611014,0.5786291470402427,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,47,0.46837174589585345,0.9367434917917069,0.5851363473503399,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,48,0.4935434407487027,0.9870868814974054,0.5989708887120813,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,49,0.520067937574167,1.040135875148334,0.6242455141311,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,50,0.5480179399858806,1.096035879971761,0.6295539174052077,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,51,0.5774700589065618,1.1549401178131236,0.6498039002468924,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,52,0.6085050225584577,1.2170100451169155,0.6671729512321259,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,53,0.6412078977393053,1.2824157954786106,0.6776419811663538,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,54,0.6756683229903192,1.3513366459806384,0.7022845289786914,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,55,0.7119807542953248,1.4239615085906496,0.7132759933466503,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,56,0.7502447239844968,1.5004894479689936,0.733455255228172,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,57,0.7905651135523531,1.5811302271047063,0.7417405100626573,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,58,0.8330524411378072,1.6661048822756144,0.7565570504431813,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,59,0.8778231644542489,1.7556463289084978,0.7746330727430724,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,2,192031,backward,60,0.925,1.85,0.7805420944519573,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,0,0.04,0.08,0.0539800626942244,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,1,0.042149719326446886,0.08429943865289377,0.07113123386022796,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,2,0.04441497098245621,0.08882994196491242,0.0704224360979121,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,3,0.046801964020070294,0.09360392804014059,0.07144708598291942,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,4,0.04931724118431067,0.09863448236862134,0.040256689693539384,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,5,0.05196769684683453,0.10393539369366905,0.08820228817418407,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,6,0.05476059590339881,0.10952119180679762,0.09823270691995531,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,7,0.057703593686930905,0.11540718737386181,0.09680352758106459,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,8,0.0608047569507867,0.1216095139015734,0.10140837138806619,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,9,0.06407258597971198,0.12814517195942396,0.0907451836119387,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,10,0.06751603788911237,0.13503207577822474,0.08491989661935571,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,11,0.07114455117649593,0.14228910235299186,0.08848242573160986,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,12,0.07496807159238345,0.1499361431847669,0.10541427496378815,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,13,0.07899707940159843,0.15799415880319687,0.06449601256374582,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,14,0.08324261810966029,0.16648523621932057,0.08665935512720158,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,15,0.08771632473301956,0.17543264946603912,0.11301530929588484,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,16,0.09243046169610611,0.18486092339221222,0.11309779077859276,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,17,0.09739795044261923,0.19479590088523846,0.0915907439623351,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,18,0.10263240685318956,0.2052648137063791,0.08013557771568776,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,19,0.10814817856649103,0.21629635713298206,0.10611323418146394,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,20,0.11396038430610134,0.22792076861220267,0.1044574046623432,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,21,0.12008495532090477,0.24016991064180954,0.0987715688206333,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,22,0.1265386790526262,0.2530773581052524,0.08902991815958043,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,23,0.13333924515018836,0.2666784903003767,0.11066642445540889,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,24,0.14050529395701827,0.28101058791403655,0.11149872067778531,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,25,0.14805646760420577,0.29611293520841153,0.12064864704999388,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,26,0.1560134638495611,0.3120269276991222,0.13929741133826198,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,27,0.16439809281014417,0.32879618562028834,0.1753580518487118,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,28,0.17323333674376845,0.3464666734875369,0.20524426725321696,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,29,0.18254341304334237,0.36508682608668475,0.21560525813821924,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,30,0.19235384061671348,0.38470768123342697,0.2476658481073858,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,31,0.2026915098339642,0.4053830196679284,0.2596552316157301,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,32,0.21358475623388337,0.42716951246776674,0.29994210194461196,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,33,0.2250634381916439,0.4501268763832878,0.28785513163118104,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,34,0.23715901876057277,0.47431803752114554,0.3203076588412006,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,35,0.2499046519123422,0.4998093038246844,0.35070015927715664,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,36,0.26333527341196566,0.5266705468239313,0.37693270845279436,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,37,0.2774876965766874,0.5549753931533749,0.3858426232618632,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,38,0.29240071318124067,0.5848014263624813,0.37219118270666324,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,39,0.3081151997860546,0.6162303995721092,0.40988367454256414,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,40,0.32467422977985755,0.6493484595597151,0.4347926628397892,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,41,0.3421231914437828,0.6842463828875656,0.47152680255745355,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,42,0.36050991236059227,0.7210198247211845,0.46959742230463086,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,43,0.379884790510023,0.759769581020046,0.49884105076339097,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,44,0.40030093240958836,0.8006018648191767,0.5127353913958067,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,45,0.42181429867947823,0.8436285973589565,0.5420177164022901,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,46,0.4444838574305507,0.8889677148611014,0.5509258583369592,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,47,0.46837174589585345,0.9367434917917069,0.576954237325117,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,48,0.4935434407487027,0.9870868814974054,0.5998467117470557,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,49,0.520067937574167,1.040135875148334,0.6075270095435972,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,50,0.5480179399858806,1.096035879971761,0.6171953097809042,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,51,0.5774700589065618,1.1549401178131236,0.6145338251397494,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,52,0.6085050225584577,1.2170100451169155,0.6486061145725853,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,53,0.6412078977393053,1.2824157954786106,0.6744789011674,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,54,0.6756683229903192,1.3513366459806384,0.6951374977935382,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,55,0.7119807542953248,1.4239615085906496,0.7119903084835535,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,56,0.7502447239844968,1.5004894479689936,0.7200081498345318,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,57,0.7905651135523531,1.5811302271047063,0.7358261042953561,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,58,0.8330524411378072,1.6661048822756144,0.7597115087654484,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,59,0.8778231644542489,1.7556463289084978,0.76672887363305,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,forward,60,0.925,1.85,0.776247778172255,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,backward,0,0.04,0.08,0.0696841800767373,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,backward,1,0.042149719326446886,0.08429943865289377,0.05972117854681193,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,backward,2,0.04441497098245621,0.08882994196491242,0.0659085215111501,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,backward,3,0.046801964020070294,0.09360392804014059,0.07651704553683907,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,backward,4,0.04931724118431067,0.09863448236862134,0.09264529233944477,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,backward,5,0.05196769684683453,0.10393539369366905,0.08939045596834158,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,backward,6,0.05476059590339881,0.10952119180679762,0.09725779634499598,256,850,61
$S^3\times S^5$,2,3,5,8,0,False,continuous control,0.5,3,192032,backward,7,0.057703593686930905,0.11540718737386181,0.08495515279407714,256,850,61
