case,case_index,p,q,dimension,chi,conditioned,role,delta,seed_index,seed,direction,K_index,K,K_over_Kref,R,N,relax_steps,K_grid_size
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,20,0.07977226901427091,0.22792076861220262,0.9183770691724749,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,21,0.0840594687246333,0.24016991064180943,0.9191014441983882,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,22,0.08857707533683831,0.25307735810525234,0.9198524154697403,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,23,0.09333747160513185,0.2666784903003767,0.9206303950279774,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,24,0.09835370576991276,0.2810105879140365,0.9214357437172138,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,25,0.103639527322944,0.2961129352084114,0.922268766245514,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,26,0.10920942469469275,0.31202692769912216,0.9231297063617325,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,27,0.11507866496710088,0.3287961856202883,0.9240187417893201,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,28,0.12126333572063788,0.34646667348753685,0.924935978592941,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,29,0.12778038913033962,0.36508682608668463,0.9258814447884349,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,30,0.1346476884316994,0.3847076812334269,0.9268550832128651,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,31,0.1418840568837749,0.4053830196679283,0.927856743894377,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,32,0.1495093293637183,0.4271695124677666,0.9288861763389012,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,33,0.15754440673415068,0.4501268763832877,0.9299430222348282,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,34,0.1660113131324009,0.47431803752114543,0.9310268090520051,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,35,0.1749332563386395,0.4998093038246843,0.9321369448978002,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,36,0.18433469138837588,0.5266705468239311,0.9332727148358667,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,37,0.19424138760368112,0.5549753931533746,0.9344332787243826,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,38,0.2046804992268684,0.5848014263624812,0.9356176705287433,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,39,0.2156806398502382,0.6162303995721091,0.936824799023362,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,40,0.22727196084590023,0.649348459559715,0.938053449807741,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,41,0.2394862340106479,0.6842463828875655,0.9393022885965707,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,42,0.25235693865241454,0.7210198247211844,0.9405698657725869,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,43,0.26591935335701605,0.7597695810200459,0.9418546221933456,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,44,0.28021065268671175,0.8006018648191765,0.9431548962131716,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,45,0.29527000907563467,0.8436285973589562,0.9444689318282078,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,46,0.3111387002013854,0.8889677148611012,0.9457948877936315,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,47,0.3278602221270973,0.9367434917917067,0.9471308475168034,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,48,0.3454804085240918,0.9870868814974052,0.9484748295113872,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,49,0.3640475563019168,1.0401358751483338,0.9498247982091331,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,50,0.3836125579901163,1.0960358799717609,0.951178674963222,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,51,0.40422904123459313,1.1549401178131233,0.952534349130543,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,52,0.4259535157909203,1.2170100451169152,0.9538896891805531,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,53,0.44884552841751363,1.2824157954786104,0.9552425538381963,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,54,0.4729678260932233,1.3513366459806382,0.9565908033217523,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,55,0.49838652800672717,1.4239615085906492,0.9579323107761067,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,56,0.5251713067891476,1.5004894479689932,0.9592649740199785,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,57,0.5533955794866471,1.581130227104706,0.9605867277667538,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,58,0.5831367087964648,1.666104882275614,0.9618955576225514,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,59,0.6144762151179741,1.7556463289084976,0.9631895380136968,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,5,167034,backward,60,0.6475,1.85,0.9644691290560667,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,0,0.027999999999999997,0.08,0.04248186033509421,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,1,0.02950480352851281,0.08429943865289374,0.05072811408141929,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,2,0.03109047968771934,0.08882994196491241,0.0490478312199657,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,3,0.03276137481404919,0.09360392804014056,0.07435936840956661,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,4,0.03452206882901746,0.09863448236862132,0.059564041923662873,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,5,0.03637738779278416,0.10393539369366904,0.06854864742913733,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,6,0.03833241713237916,0.1095211918067976,0.08504025231144242,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,7,0.04039251558085162,0.11540718737386178,0.09590044404031257,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,8,0.04256332986555068,0.12160951390157337,0.09997003608331792,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,9,0.04485081018579837,0.1281451719594239,0.1303959585313581,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,10,0.047261226522378616,0.13503207577822463,0.15678930271351663,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,11,0.04980118582354714,0.14228910235299183,0.191880493004446,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,12,0.05247765011466842,0.14993614318476692,0.2163578205926576,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,13,0.055297955581118885,0.15799415880319684,0.29004977098686896,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,14,0.05826983267676218,0.16648523621932054,0.36991089295003354,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,15,0.061401427313113675,0.1754326494660391,0.463457460828398,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,16,0.06470132318727426,0.18486092339221216,0.5573666452341358,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,17,0.06817856530983343,0.1947959008852384,0.6378161820939284,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,18,0.07184268479723267,0.20526481370637908,0.7124763681562849,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,19,0.07570372499654372,0.21629635713298206,0.7794452498965733,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,20,0.07977226901427091,0.22792076861220262,0.8484452154142549,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,21,0.0840594687246333,0.24016991064180943,0.8905812235886506,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,22,0.08857707533683831,0.25307735810525234,0.9092491071157172,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,23,0.09333747160513185,0.2666784903003767,0.9188175897135064,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,24,0.09835370576991276,0.2810105879140365,0.9221036222816243,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,25,0.103639527322944,0.2961129352084114,0.9229376330538421,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,26,0.10920942469469275,0.31202692769912216,0.9239404482719255,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,27,0.11507866496710088,0.3287961856202883,0.9249118488736763,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,28,0.12126333572063788,0.34646667348753685,0.9258096467715591,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,29,0.12778038913033962,0.36508682608668463,0.9267725538843353,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,30,0.1346476884316994,0.3847076812334269,0.927757860910479,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,31,0.1418840568837749,0.4053830196679283,0.9287673693544266,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,32,0.1495093293637183,0.4271695124677666,0.9298062109761847,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,33,0.15754440673415068,0.4501268763832877,0.9308716512838366,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,34,0.1660113131324009,0.47431803752114543,0.9319639205580801,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,35,0.1749332563386395,0.4998093038246843,0.9330824670547629,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,36,0.18433469138837588,0.5266705468239311,0.9342265096842413,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,37,0.19424138760368112,0.5549753931533746,0.9353951624073704,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,38,0.2046804992268684,0.5848014263624812,0.9365873788866378,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,39,0.2156806398502382,0.6162303995721091,0.9378019523607148,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,40,0.22727196084590023,0.649348459559715,0.9390375205150641,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,41,0.2394862340106479,0.6842463828875655,0.9402925708939984,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,42,0.25235693865241454,0.7210198247211844,0.9415654493686328,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,43,0.26591935335701605,0.7597695810200459,0.9428543709017745,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,44,0.28021065268671175,0.8006018648191765,0.9441574320456593,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,45,0.29527000907563467,0.8436285973589562,0.9454726246881937,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,46,0.3111387002013854,0.8889677148611012,0.9467978506165582,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,47,0.3278602221270973,0.9367434917917067,0.9481309365765218,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,48,0.3454804085240918,0.9870868814974052,0.949469649634528,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,49,0.3640475563019168,1.0401358751483338,0.9508117127820929,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,50,0.3836125579901163,1.0960358799717609,0.9521548208402965,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,51,0.40422904123459313,1.1549401178131233,0.9534966568067706,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,52,0.4259535157909203,1.2170100451169152,0.9548349088195538,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,53,0.44884552841751363,1.2824157954786104,0.9561672878764308,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,54,0.4729678260932233,1.3513366459806382,0.9574915463386202,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,55,0.49838652800672717,1.4239615085906492,0.9588054970719928,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,56,0.5251713067891476,1.5004894479689932,0.9601070328626349,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,57,0.5533955794866471,1.581130227104706,0.9613941455270222,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,58,0.5831367087964648,1.666104882275614,0.9626649439684374,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,59,0.6144762151179741,1.7556463289084976,0.9639176703536281,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,forward,60,0.6475,1.85,0.9651507136221191,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,0,0.027999999999999997,0.08,0.907900717974211,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,1,0.02950480352851281,0.08429943865289374,0.9082415070803204,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,2,0.03109047968771934,0.08882994196491241,0.9085980127860543,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,3,0.03276137481404919,0.09360392804014056,0.9089706925032061,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,4,0.03452206882901746,0.09863448236862132,0.9093600309710393,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,5,0.03637738779278416,0.10393539369366904,0.9097665421559733,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,6,0.03833241713237916,0.1095211918067976,0.9101907700226048,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,7,0.04039251558085162,0.11540718737386178,0.9106332878113556,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,8,0.04256332986555068,0.12160951390157337,0.9110946954883498,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,9,0.04485081018579837,0.1281451719594239,0.9115756151497645,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,10,0.047261226522378616,0.13503207577822463,0.9120766843725066,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,11,0.04980118582354714,0.14228910235299183,0.9125985477866514,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,12,0.05247765011466842,0.14993614318476692,0.9131418474571094,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,13,0.055297955581118885,0.15799415880319684,0.9137072129375509,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,14,0.05826983267676218,0.16648523621932054,0.9142952520293823,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,15,0.061401427313113675,0.1754326494660391,0.914906543286902,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,16,0.06470132318727426,0.18486092339221216,0.9155416311310314,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,17,0.06817856530983343,0.1947959008852384,0.9162010240815786,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,18,0.07184268479723267,0.20526481370637908,0.9168851961432506,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,19,0.07570372499654372,0.21629635713298206,0.9175945908623272,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,20,0.07977226901427091,0.22792076861220262,0.9183296270980251,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,21,0.0840594687246333,0.24016991064180943,0.9190907052057999,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,22,0.08857707533683831,0.25307735810525234,0.919878212166339,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,23,0.09333747160513185,0.2666784903003767,0.9206925242386121,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,24,0.09835370576991276,0.2810105879140365,0.9215340059591363,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,25,0.103639527322944,0.2961129352084114,0.9224030047145719,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,26,0.10920942469469275,0.31202692769912216,0.9232998406224195,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,27,0.11507866496710088,0.3287961856202883,0.9242247919957939,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,28,0.12126333572063788,0.34646667348753685,0.9251780771729577,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,29,0.12778038913033962,0.36508682608668463,0.9261598338979077,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,30,0.1346476884316994,0.3847076812334269,0.9271700976976314,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,31,0.1418840568837749,0.4053830196679283,0.9282087807889434,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,32,0.1495093293637183,0.4271695124677666,0.9292756529630186,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,33,0.15754440673415068,0.4501268763832877,0.93037032566405,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,34,0.1660113131324009,0.47431803752114543,0.931492240145191,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,35,0.1749332563386395,0.4998093038246843,0.9326406602054346,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,36,0.18433469138837588,0.5266705468239311,0.9338146696390273,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,37,0.19424138760368112,0.5549753931533746,0.9350131742061496,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,38,0.2046804992268684,0.5848014263624812,0.9362349076843712,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,39,0.2156806398502382,0.6162303995721091,0.9374784413917968,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,40,0.22727196084590023,0.649348459559715,0.9387421964788253,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,41,0.2394862340106479,0.6842463828875655,0.940024458252759,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,42,0.25235693865241454,0.7210198247211844,0.9413233918133956,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,43,0.26591935335701605,0.7597695810200459,0.9426370583258415,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,44,0.28021065268671175,0.8006018648191765,0.9439634313317091,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,45,0.29527000907563467,0.8436285973589562,0.9453004125996012,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,46,0.3111387002013854,0.8889677148611012,0.9466458471427466,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,47,0.3278602221270973,0.9367434917917067,0.9479975371890288,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,48,0.3454804085240918,0.9870868814974052,0.9493532550753773,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,49,0.3640475563019168,1.0401358751483338,0.9507107552436971,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,50,0.3836125579901163,1.0960358799717609,0.9520677857147096,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,51,0.40422904123459313,1.1549401178131233,0.9534220995718059,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,52,0.4259535157909203,1.2170100451169152,0.9547714670554732,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,53,0.44884552841751363,1.2824157954786104,0.9561136888125106,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,54,0.4729678260932233,1.3513366459806382,0.9574466106475839,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,55,0.49838652800672717,1.4239615085906492,0.9587681398072014,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,56,0.5251713067891476,1.5004894479689932,0.960076262455515,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,57,0.5533955794866471,1.581130227104706,0.9613690619252357,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,58,0.5831367087964648,1.666104882275614,0.9626447435372216,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,59,0.6144762151179741,1.7556463289084976,0.9639018048889006,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,6,167035,backward,60,0.6475,1.85,0.9651444226054025,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,7,167036,forward,0,0.027999999999999997,0.08,0.07697644090534424,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,7,167036,forward,1,0.02950480352851281,0.08429943865289374,0.06008953103537437,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,7,167036,forward,2,0.03109047968771934,0.08882994196491241,0.09756158214082848,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,7,167036,forward,3,0.03276137481404919,0.09360392804014056,0.09092729620525872,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,7,167036,forward,4,0.03452206882901746,0.09863448236862132,0.0947757871252479,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,7,167036,forward,5,0.03637738779278416,0.10393539369366904,0.11796405899197297,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,7,167036,forward,6,0.03833241713237916,0.1095211918067976,0.14994605115132328,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,7,167036,forward,7,0.04039251558085162,0.11540718737386178,0.178012925456161,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,7,167036,forward,8,0.04256332986555068,0.12160951390157337,0.21499402258660405,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,7,167036,forward,9,0.04485081018579837,0.1281451719594239,0.2682588834049403,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,7,167036,forward,10,0.047261226522378616,0.13503207577822463,0.3295131514804406,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,7,167036,forward,11,0.04980118582354714,0.14228910235299183,0.41020223128901895,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,7,167036,forward,12,0.05247765011466842,0.14993614318476692,0.47974936249947303,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,7,167036,forward,13,0.055297955581118885,0.15799415880319684,0.5441017389808129,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,7,167036,forward,14,0.05826983267676218,0.16648523621932054,0.6169925938626202,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,7,167036,forward,15,0.061401427313113675,0.1754326494660391,0.6423753938669285,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,7,167036,forward,16,0.06470132318727426,0.18486092339221216,0.677252666591485,256,850,61
$S^2\times S^2$,1,2,2,4,4,True,discontinuous test,0.35,7,167036,forward,17,0.06817856530983343,0.1947959008852384,0.7058907473863641,256,850,61
