family,manifold,dimension,zero_label,index,jacobian_det,chi_theory
Torus,$\mathbb{T}^8$,8,132,1,0.9999999998797684,0
Torus,$\mathbb{T}^8$,8,133,-1,-0.9999999998863197,0
Torus,$\mathbb{T}^8$,8,134,-1,-0.9999999998863197,0
Torus,$\mathbb{T}^8$,8,135,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,136,1,0.9999999998797684,0
Torus,$\mathbb{T}^8$,8,137,-1,-0.9999999998863197,0
Torus,$\mathbb{T}^8$,8,138,-1,-0.9999999998863197,0
Torus,$\mathbb{T}^8$,8,139,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,140,-1,-0.9999999998863197,0
Torus,$\mathbb{T}^8$,8,141,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,142,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,143,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,144,1,0.9999999998797684,0
Torus,$\mathbb{T}^8$,8,145,-1,-0.9999999998863197,0
Torus,$\mathbb{T}^8$,8,146,-1,-0.9999999998863197,0
Torus,$\mathbb{T}^8$,8,147,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,148,-1,-0.9999999998863197,0
Torus,$\mathbb{T}^8$,8,149,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,150,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,151,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,152,-1,-0.9999999998863197,0
Torus,$\mathbb{T}^8$,8,153,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,154,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,155,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,156,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,157,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,158,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,159,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,160,1,0.9999999998797684,0
Torus,$\mathbb{T}^8$,8,161,-1,-0.9999999998863197,0
Torus,$\mathbb{T}^8$,8,162,-1,-0.9999999998863197,0
Torus,$\mathbb{T}^8$,8,163,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,164,-1,-0.9999999998863197,0
Torus,$\mathbb{T}^8$,8,165,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,166,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,167,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,168,-1,-0.9999999998863197,0
Torus,$\mathbb{T}^8$,8,169,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,170,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,171,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,172,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,173,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,174,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,175,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,176,-1,-0.9999999998863197,0
Torus,$\mathbb{T}^8$,8,177,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,178,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,179,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,180,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,181,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,182,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,183,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,184,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,185,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,186,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,187,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,188,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,189,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,190,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,191,-1,-0.999999999912525,0
Torus,$\mathbb{T}^8$,8,192,1,0.9999999998797684,0
Torus,$\mathbb{T}^8$,8,193,-1,-0.9999999998863197,0
Torus,$\mathbb{T}^8$,8,194,-1,-0.9999999998863197,0
Torus,$\mathbb{T}^8$,8,195,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,196,-1,-0.9999999998863197,0
Torus,$\mathbb{T}^8$,8,197,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,198,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,199,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,200,-1,-0.9999999998863197,0
Torus,$\mathbb{T}^8$,8,201,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,202,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,203,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,204,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,205,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,206,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,207,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,208,-1,-0.9999999998863197,0
Torus,$\mathbb{T}^8$,8,209,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,210,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,211,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,212,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,213,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,214,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,215,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,216,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,217,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,218,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,219,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,220,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,221,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,222,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,223,-1,-0.999999999912525,0
Torus,$\mathbb{T}^8$,8,224,-1,-0.9999999998863197,0
Torus,$\mathbb{T}^8$,8,225,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,226,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,227,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,228,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,229,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,230,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,231,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,232,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,233,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,234,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,235,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,236,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,237,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,238,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,239,-1,-0.999999999912525,0
Torus,$\mathbb{T}^8$,8,240,1,0.999999999892871,0
Torus,$\mathbb{T}^8$,8,241,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,242,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,243,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,244,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,245,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,246,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,247,-1,-0.999999999912525,0
Torus,$\mathbb{T}^8$,8,248,-1,-0.9999999998994223,0
Torus,$\mathbb{T}^8$,8,249,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,250,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,251,-1,-0.999999999912525,0
Torus,$\mathbb{T}^8$,8,252,1,0.9999999999059737,0
Torus,$\mathbb{T}^8$,8,253,-1,-0.999999999912525,0
Torus,$\mathbb{T}^8$,8,254,-1,-0.999999999912525,0
Torus,$\mathbb{T}^8$,8,255,1,0.9999999999190763,0
