manifold,manifold_dimension,chi,delta,seed_index,seed,conditioned,jump_size,max_scan_difference,K_at_jump,K_at_max_scan_difference
$S^7$,7,0,0.5,8,211031,False,0.05170118022379826,0.05642817587642908,0.1095211918067976,0.11846776758799468
$S^7$,7,0,0.5,9,211032,False,0.051054692561199794,0.0660760119567936,0.1897634056151581,0.16218413871159856
$S^7$,7,0,0.5,10,211033,False,0.05891227216838585,0.12383715269785017,0.24016991064180948,0.14993614318476692
$S^7$,7,0,0.5,11,211034,False,0.04738950262241026,0.08114404761068617,0.25978892930361075,0.11390667713934899
$S^7$,7,0,0.5,12,211035,False,0.06969006955625925,0.09051195955977903,0.24016991064180948,0.1281451719594239
$S^7$,7,0,0.5,13,211036,False,0.03632935860377148,0.08951126112711259,0.25978892930361075,0.17543264946603906
$S^7$,7,0,0.5,14,211037,False,0.04506772758789715,0.05863624167183057,0.20526481370637906,0.19736197734589978
$S^8$,8,2,0.35,0,206023,True,0.1858237405383522,0.8501284880627117,0.1281451719594239,0.08
$S^8$,8,2,0.35,1,206024,True,0.17960594076757003,0.8495778774912647,0.1281451719594239,0.0865350463292835
$S^8$,8,2,0.35,2,206025,True,0.15172072429030947,0.814788319932221,0.10530455067271666,0.08
$S^8$,8,2,0.35,3,206026,True,0.13760826702614093,0.8143033429478581,0.10952119180679758,0.08
$S^8$,8,2,0.35,4,206027,True,0.15174328653336833,0.8443279242057451,0.10952119180679758,0.08
$S^8$,8,2,0.35,5,206028,True,0.14113271728608223,0.8376210778414114,0.10952119180679758,0.08
$S^8$,8,2,0.35,6,206029,True,0.16140428456462996,0.8357583177570114,0.11846776758799467,0.08
$S^8$,8,2,0.35,7,206030,True,0.1783517003493239,0.8344332573568872,0.11846776758799467,0.0865350463292835
$S^8$,8,2,0.35,8,206031,True,0.1683002666502199,0.8320642864633788,0.11390667713934899,0.09000011249746567
$S^8$,8,2,0.35,9,206032,True,0.1849066480516377,0.8395946529001082,0.11846776758799467,0.0865350463292835
$S^8$,8,2,0.35,10,206033,True,0.15804244539106066,0.8308221351083549,0.11390667713934899,0.08320338758934444
$S^8$,8,2,0.35,11,206034,True,0.16836601930012013,0.8399165270413399,0.11390667713934899,0.08320338758934444
$S^8$,8,2,0.35,12,206035,True,0.18418470526384056,0.8519394709391737,0.13327640512803926,0.08320338758934444
$S^8$,8,2,0.35,13,206036,True,0.15519279105102174,0.8171236346934745,0.10530455067271666,0.08
$S^8$,8,2,0.35,14,206037,True,0.13964625839594502,0.8317561381594796,0.10530455067271666,0.08
$S^8$,8,2,0.5,0,221023,True,0.2066270565912512,0.8357349009324451,0.101250253119456,0.08
$S^8$,8,2,0.5,1,221024,True,0.20490236977001097,0.8331174041289594,0.10952119180679759,0.0900001124974657
$S^8$,8,2,0.5,2,221025,True,0.2057637176397905,0.8396507321658551,0.101250253119456,0.08
$S^8$,8,2,0.5,3,221026,True,0.20056611590911017,0.8164722247805105,0.101250253119456,0.08320338758934447
$S^8$,8,2,0.5,4,221027,True,0.19748615164139116,0.8338524794641468,0.09735204880761153,0.08
$S^8$,8,2,0.5,5,221028,True,0.2188038772548982,0.8374517643240146,0.10952119180679759,0.08
$S^8$,8,2,0.5,6,221029,True,0.1985500679952858,0.8449672448119143,0.101250253119456,0.08
$S^8$,8,2,0.5,7,221030,True,0.2135132966163381,0.8474939462906115,0.10952119180679759,0.08320338758934447
$S^8$,8,2,0.5,8,221031,True,0.20760949948839008,0.839874410463507,0.101250253119456,0.08
$S^8$,8,2,0.5,9,221032,True,0.24262852057434786,0.8532742026092918,0.11390667713934903,0.08
$S^8$,8,2,0.5,10,221033,True,0.18604408350375584,0.8273612389677942,0.09735204880761153,0.08
$S^8$,8,2,0.5,11,221034,True,0.21803692766633814,0.8446227319116807,0.10952119180679759,0.0900001124974657
$S^8$,8,2,0.5,12,221035,True,0.2693026794015481,0.8442573484657934,0.1332764051280393,0.10952119180679759
$S^8$,8,2,0.5,13,221036,True,0.20600258727145287,0.8384340935864509,0.10530455067271667,0.08
$S^8$,8,2,0.5,14,221037,True,0.21363805737139552,0.8297097639007623,0.101250253119456,0.08
$S^9$,9,0,0.35,0,216023,False,0.05102829812517366,0.10757390323237928,0.16218413871159865,0.19736197734589983
$S^9$,9,0,0.35,1,216024,False,0.04778018861943217,0.09487883613646078,0.3556549144442918,0.18976340561515806
$S^9$,9,0,0.35,2,216025,False,0.06621653943648653,0.11864819047784518,0.22203250204816574,0.13861310490478437
$S^9$,9,0,0.35,3,216026,False,0.04493463029524378,0.11324837037818604,0.18976340561515806,0.1232114947933538
$S^9$,9,0,0.35,4,216027,False,0.0408623033424515,0.12430904787774813,0.24016991064180948,0.19736197734589983
$S^9$,9,0,0.35,5,216028,False,0.0740221148150901,0.10580440276641284,0.18976340561515806,0.10125025311945599
