family,manifold,dimension,chi_theory,sample,status,defect_count,index_sum,gamma_indexed_sum,remainder,sign_condition,lambda3,lambda5,lambda7,rho,width_theory,width_numerical,discontinuous
Torus,$\mathbb{T}^3$,3,0.0,91,$\chi(M)=0$,8,0.0,0.04193154783259739,-0.031402571511703684,False,-0.07333411934430108,1.1787553919480904,0.01572243618978765,0.022839475086419897,0.001140587160139375,0.00113929962805495,True
Torus,$\mathbb{T}^3$,3,0.0,92,$\chi(M)=0$,8,0.0,0.15616965198015464,-0.09530883262860497,False,-0.2514784846087596,0.5909334119334047,0.024991977910554217,0.020982045972531713,0.02675488766754872,0.026402659037859346,True
Torus,$\mathbb{T}^3$,3,0.0,96,$\chi(M)=0$,8,0.0,0.07399087658213102,0.00931003243311962,False,-0.0646808441490114,1.206900056504484,0.028428304916136595,0.030569424632338034,0.0008666027433840705,0.0008653389540961944,True
Torus,$\mathbb{T}^3$,3,0.0,97,$\chi(M)=0$,8,0.0,0.2564346625334321,0.06556750182064769,False,-0.19086716071278442,0.7934199541207104,0.03218135840233513,0.0026295863748730833,0.011478874727486812,0.011419892157733346,True
Torus,$\mathbb{T}^3$,3,0.0,101,$\chi(M)=0$,8,0.0,0.11712296205554928,0.08073933084291543,False,-0.036383631212633855,1.469639590911423,0.004902875656672552,0.014728764793203663,0.0002251859279655065,0.00022513310085985977,True
Torus,$\mathbb{T}^3$,3,0.0,102,$\chi(M)=0$,8,0.0,0.015621105082189946,-0.038346080398635234,False,-0.05396718548082518,1.6400365182523664,0.03248715625554689,0.03133806803213274,0.0004439622344241031,0.00044357107728761855,True
Torus,$\mathbb{T}^3$,3,0.0,103,$\chi(M)=0$,8,0.0,0.0600096942105704,-0.0945583440693696,False,-0.15456803827993998,1.3571982365493267,0.019456075832992588,0.0009898101262804022,0.004400845398689235,0.0043969864923820955,True
Torus,$\mathbb{T}^3$,3,0.0,104,$\chi(M)=0$,8,0.0,0.10780166597788582,0.040305703332491435,False,-0.06749596264539438,1.1548117752298344,0.021654760318499257,0.005392297416196016,0.0009862440510103438,0.000985526186109606,True
Torus,$\mathbb{T}^3$,3,0.0,107,$\chi(M)=0$,8,0.0,-0.0023928292855316113,-0.1063767316719028,False,-0.10398390238637119,1.2121697409486702,0.020870991917775823,0.028019021233381545,0.0022300201841031265,0.00222567954535677,True
Torus,$\mathbb{T}^3$,3,0.0,109,$\chi(M)=0$,8,0.0,0.19182757435653025,-0.05032190409154941,False,-0.24214947844807966,0.9695374803029084,0.016850996346718515,0.010888072703927396,0.01511967590318362,0.015066604539669827,True
Torus,$\mathbb{T}^3$,3,0.0,110,$\chi(M)=0$,8,0.0,0.21966385130631016,-0.07594977857726809,False,-0.29561362988357825,0.9192464208968149,0.01996195794406252,0.02107643334265493,0.023766047978650333,0.02360419868249552,True
Torus,$\mathbb{T}^3$,3,0.0,111,$\chi(M)=0$,8,0.0,0.09661383740005225,-0.04219688103841232,False,-0.13881071843846457,1.2142475867757159,0.026373655132808243,0.007946740164925596,0.00396715129666586,0.003960443207012507,True
Torus,$\mathbb{T}^3$,3,0.0,112,$\chi(M)=0$,8,0.0,0.1456027955482948,0.10197916001714115,False,-0.04362363553115366,1.1415455772080818,0.013961358364192088,0.0074017994849734,0.0004167642569316458,0.000416597479457253,True
Torus,$\mathbb{T}^3$,3,0.0,116,$\chi(M)=0$,8,0.0,0.20379119227802903,0.024270925976062615,False,-0.1795202663019664,0.8312711336407802,0.017079561793491148,0.02105751651008041,0.009692242611619278,0.00964897271888566,True
Torus,$\mathbb{T}^3$,3,0.0,118,$\chi(M)=0$,8,0.0,0.007986820488914026,-0.001037753007944941,False,-0.035,0.6657945228812591,0.012172650694015037,0.003910159266325145,0.00045997674879433954,0.00045970511976131814,True
Torus,$\mathbb{T}^3$,3,0.0,119,$\chi(M)=0$,8,0.0,0.13882169591424365,0.051349714843821066,False,-0.08747198107042259,0.8901713263030514,0.026323785106076348,0.0015477091541749978,0.0021488412528858324,0.0021455663216186096,True
Torus,$\mathbb{T}^3$,3,0.0,121,$\chi(M)=0$,8,0.0,-0.04187215510808506,-0.07976643167177346,False,-0.03789427656368839,0.8737715435182913,0.006091884946772841,0.02549788606951957,0.00041085573424125906,0.00041056671158854906,True
Torus,$\mathbb{T}^3$,3,0.0,123,$\chi(M)=0$,8,0.0,0.24463889736982958,0.05456491258358453,False,-0.19007398478624504,0.986490751713334,0.015470169359174755,0.01183383381846827,0.009155716774276523,0.009131544740632144,True
Torus,$\mathbb{T}^3$,3,0.0,126,$\chi(M)=0$,8,0.0,0.07161978802549368,0.01338547174966607,False,-0.05823431627582761,0.9502899858218326,0.014098704056053655,0.0035176445598517217,0.0008921580892963694,0.0008916541299940343,True
Torus,$\mathbb{T}^3$,3,0.0,127,$\chi(M)=0$,8,0.0,0.11163927380148764,0.025574074993393228,False,-0.0860651988080944,0.9529665996666851,0.017761783723668524,0.024906879796283858,0.0019431999108015972,0.0019393853691803734,True
Torus,$\mathbb{T}^3$,3,0.0,128,$\chi(M)=0$,8,0.0,0.2638662886341314,0.02888156732044102,False,-0.2349847213136904,1.1991202115282407,0.016410514369063284,0.021902366982044785,0.011512152559854567,0.011472204559586887,True
Torus,$\mathbb{T}^3$,3,0.0,131,$\chi(M)=0$,8,0.0,0.10839844543818508,-0.014700758434216978,False,-0.12309920387240206,0.7239573119994382,0.020426148570369715,0.015371536099393518,0.005232840991745852,0.005213568757531244,True
Torus,$\mathbb{T}^3$,3,0.0,132,$\chi(M)=0$,8,0.0,0.0020395981253018836,-0.04927594018480889,False,-0.05131553831011077,1.1156224024645198,0.0068808118831835425,0.0020460078273864886,0.0005900931323715043,0.0005899815731758197,True
Torus,$\mathbb{T}^3$,3,0.0,133,$\chi(M)=0$,8,0.0,0.03415776998207448,-0.05129141020547286,False,-0.08544918018754734,1.1168515222441666,0.015084273557119516,0.007800384552060822,0.001634407584468435,0.0016330609784039056,True
Torus,$\mathbb{T}^3$,3,0.0,136,$\chi(M)=0$,8,0.0,0.07303790910333308,0.06564736925908649,False,-0.035,1.2047557711812331,0.016416271456736548,0.03413921298271264,0.0002542008989089378,0.0002539971252001437,True
Torus,$\mathbb{T}^3$,3,0.0,138,$\chi(M)=0$,8,0.0,0.10885595091619193,0.010992240894986422,False,-0.09786371002120552,1.0237033144030703,0.032477093764925254,0.016824781534895982,0.002338887059455113,0.002333480378466297,True
Torus,$\mathbb{T}^3$,3,0.0,139,$\chi(M)=0$,8,0.0,0.07653703249277402,0.019490010550786144,False,-0.05704702194198788,1.2318413992195294,0.0290881378113972,0.024054312796978478,0.0006604670687540514,0.0006597197095374125,True
Torus,$\mathbb{T}^3$,3,0.0,140,$\chi(M)=0$,8,0.0,0.19697618575385512,-0.06297897746276816,False,-0.25995516321662326,1.0738664925470094,0.029140050832243743,0.003912185259728569,0.015732096902172178,0.015673415126694283,True
Torus,$\mathbb{T}^3$,3,0.0,141,$\chi(M)=0$,8,0.0,0.11686049039816465,-0.02340204310322132,False,-0.14026253350138598,1.277760655105463,0.018054078677656838,0.029236510864948675,0.003849229944907722,0.00384008401201272,True
Torus,$\mathbb{T}^3$,3,0.0,144,$\chi(M)=0$,8,0.0,0.025087263504424695,-0.11190536169114441,False,-0.1369926251955691,1.4663413602667217,0.01193202065832589,0.02583277747987366,0.003199626612619048,0.0031945594698150033,True
Torus,$\mathbb{T}^3$,3,0.0,145,$\chi(M)=0$,8,0.0,0.09420918515667503,0.06454401152812783,False,-0.035,1.252700709453515,0.018869141557139146,0.01566677427401147,0.0002444718021542434,0.0002443650681197584,True
Torus,$\mathbb{T}^3$,3,0.0,147,$\chi(M)=0$,8,0.0,0.29281548561216286,0.03756880712399548,False,-0.2552466784881674,1.0907725437620106,0.02778425532086959,0.012141099556154198,0.014932276039544501,0.014867048127638425,True
Torus,$\mathbb{T}^3$,3,0.0,148,$\chi(M)=0$,8,0.0,0.2450809716225119,0.07841128732441913,False,-0.16666968429809279,1.5292957725091532,0.012537321102316869,0.017284402443620398,0.004541107116651572,0.004534801353088443,True
