distribution,ambient_dimension,delta,epsilon_factor,susceptibility,Kc_numeric,Kc_theory,collapse,manifold_dimension
lorentzian,2,0.576312625250501,0.001,0.8667179541371072,1.153777875751503,1.152625250501002,1.001,1
lorentzian,2,0.5786573146292585,0.001,0.8632060580112528,1.1584719438877755,1.157314629258517,1.001,1
lorentzian,2,0.581002004008016,0.001,0.8597225070735004,1.1631660120240481,1.162004008016032,1.001,1
lorentzian,2,0.5833466933867736,0.001,0.8562669595339902,1.1678600801603207,1.1666933867735472,1.0010000000000001,1
lorentzian,2,0.5856913827655311,0.001,0.8528390790759913,1.1725541482965933,1.1713827655310622,1.0010000000000001,1
lorentzian,2,0.5880360721442885,0.001,0.8494385347467854,1.1772482164328657,1.176072144288577,1.0010000000000001,1
lorentzian,2,0.5903807615230461,0.001,0.8460650008511515,1.1819422845691383,1.1807615230460922,1.0010000000000001,1
lorentzian,2,0.5927254509018036,0.001,0.8427181568473788,1.186636352705411,1.1854509018036072,1.0010000000000001,1
lorentzian,2,0.5950701402805612,0.001,0.8393976872457373,1.1913304208416835,1.1901402805611223,1.0010000000000001,1
lorentzian,2,0.5974148296593187,0.001,0.8361032815093395,1.196024488977956,1.1948296593186372,1.0010000000000003,1
lorentzian,2,0.5997595190380761,0.001,0.8328346339573284,1.2007185571142285,1.1995190380761522,1.0010000000000001,1
lorentzian,2,0.6021042084168337,0.001,0.8295914436703253,1.205412625250501,1.2042084168336673,1.0010000000000001,1
